Historical_N,Num_Stages,alpha,mu,bound,capacity,c_t,h_t,b_t,b_T,epsilon_N,Train_Average_Cost,Test_Average_Cost,Time,Date
100,10,0.25,200,20,260,0.1,0.02,0.2,2,0.01,206.61458316771964,207.66271598018366,0.45193910598754883,2024-12-26 13:42:46
100,10,0.25,200,20,260,0.1,0.02,0.2,2,0.012589254117941675,206.6309633618848,207.65887943639484,0.4554016590118408,2024-12-26 13:42:59
100,10,0.25,200,20,260,0.1,0.02,0.2,2,0.01584893192461114,206.65158537923097,207.65413862883057,0.45571136474609375,2024-12-26 13:43:13
100,10,0.25,200,20,260,0.1,0.02,0.2,2,0.0199526231496888,206.67754770424747,207.64810573147614,0.4510936737060547,2024-12-26 13:43:27
100,10,0.25,200,20,260,0.1,0.02,0.2,2,0.025118864315095808,206.71023386471055,207.64100869083094,0.4608571529388428,2024-12-26 13:43:40
100,10,0.25,200,20,260,0.1,0.02,0.2,2,0.03162277660168379,206.75138592964777,207.63241408638928,0.4565751552581787,2024-12-26 13:43:54
100,10,0.25,200,20,260,0.1,0.02,0.2,2,0.039810717055349734,206.80319728617906,207.62216767618938,0.4580228328704834,2024-12-26 13:44:08
100,10,0.25,200,20,260,0.1,0.02,0.2,2,0.05011872336272725,206.8684297310713,207.61026513185377,0.4529538154602051,2024-12-26 13:44:21
100,10,0.25,200,20,260,0.1,0.02,0.2,2,0.06309573444801933,206.95056212517412,207.59656046253482,0.45062804222106934,2024-12-26 13:44:35
100,10,0.25,200,20,260,0.1,0.02,0.2,2,0.07943282347242818,207.05397577001244,207.581910551725,0.45621538162231445,2024-12-26 13:44:49
100,10,0.25,200,20,260,0.1,0.02,0.2,2,0.1,207.18418951854585,207.56684806431858,0.4538254737854004,2024-12-26 13:45:02
100,10,0.25,200,20,260,0.1,0.02,0.2,2,0.12589254117941676,207.3481522625528,207.55318360983668,0.45197010040283203,2024-12-26 13:45:16
100,10,0.25,200,20,260,0.1,0.02,0.2,2,0.15848931924611143,207.55462843625753,207.5444492871915,0.4654386043548584,2024-12-26 13:45:30
100,10,0.25,200,20,260,0.1,0.02,0.2,2,0.19952623149688808,207.81467585991342,207.54607806644688,0.4601445198059082,2024-12-26 13:45:44
100,10,0.25,200,20,260,0.1,0.02,0.2,2,0.25118864315095824,208.1422100846895,207.5651200710217,0.4554007053375244,2024-12-26 13:45:57
100,10,0.25,200,20,260,0.1,0.02,0.2,2,0.31622776601683794,208.55479149764057,207.61691509215547,0.4545412063598633,2024-12-26 13:46:11
100,10,0.25,200,20,260,0.1,0.02,0.2,2,0.3981071705534973,209.07456762855693,207.72036336648773,0.45331573486328125,2024-12-26 13:46:25
100,10,0.25,200,20,260,0.1,0.02,0.2,2,0.5011872336272725,209.7295128668977,207.89870552392668,0.45678234100341797,2024-12-26 13:46:39
100,10,0.25,200,20,260,0.1,0.02,0.2,2,0.6309573444801936,210.55495356348607,208.1864289467347,0.4490489959716797,2024-12-26 13:46:52
100,10,0.25,200,20,260,0.1,0.02,0.2,2,0.7943282347242822,211.59564716420786,208.6216201737015,0.45245957374572754,2024-12-26 13:47:06
100,10,0.25,200,20,260,0.1,0.02,0.2,2,1.0,212.90812345602424,209.2416392610016,0.4629542827606201,2024-12-26 13:47:20
100,10,0.25,200,20,260,0.1,0.02,0.2,2,1.2589254117941675,214.56390978693946,210.08725474163003,0.4548161029815674,2024-12-26 13:47:34
100,10,0.25,200,20,260,0.1,0.02,0.2,2,1.584893192461114,216.65292030082335,211.1972207507617,0.454134464263916,2024-12-26 13:47:47
100,10,0.25,200,20,260,0.1,0.02,0.2,2,1.9952623149688808,219.28731108170854,212.6173659350074,0.4561023712158203,2024-12-26 13:48:01
100,10,0.25,200,20,260,0.1,0.02,0.2,2,2.5118864315095824,222.60475652515623,214.41215906681285,0.45450782775878906,2024-12-26 13:48:15
100,10,0.25,200,20,260,0.1,0.02,0.2,2,3.1622776601683795,226.77530267198034,216.72004765354512,0.47118282318115234,2024-12-26 13:48:29
100,10,0.25,200,20,260,0.1,0.02,0.2,2,3.981071705534973,231.97962266277176,219.73394052547673,0.44876742362976074,2024-12-26 13:48:42
100,10,0.25,200,20,260,0.1,0.02,0.2,2,5.011872336272725,238.3673354259467,223.6974044491945,0.45868849754333496,2024-12-26 13:48:56
100,10,0.25,200,20,260,0.1,0.02,0.2,2,6.309573444801936,245.6955074752226,229.65821424877575,0.45293426513671875,2024-12-26 13:49:10
100,10,0.25,200,20,260,0.1,0.02,0.2,2,7.943282347242821,253.24251149157962,236.24473961647539,0.43799495697021484,2024-12-26 13:49:23
100,10,0.25,200,20,260,0.1,0.02,0.2,2,10.0,260.9612092638503,242.7137208141957,0.4320242404937744,2024-12-26 13:49:36
